metro_nonmetro,year,county_name,state_abbr,indicator,value
Metropolitan,2017,Cleveland,AR,doctors-per-10000,0.00012471938139
Metropolitan,2017,Craighead,AR,doctors-per-10000,0.00303063799996
Metropolitan,2017,Crawford,AR,doctors-per-10000,0.00055199823361
Metropolitan,2017,Crittenden,AR,doctors-per-10000,0.00066195027099
Metropolitan,2017,Faulkner,AR,doctors-per-10000,0.00130602695383
Metropolitan,2017,Franklin,AR,doctors-per-10000,0.00044918585065
Metropolitan,2017,Garland,AR,doctors-per-10000,0.00261209835206
Metropolitan,2017,Grant,AR,doctors-per-10000,0.00021992522542
Metropolitan,2017,Jefferson,AR,doctors-per-10000,0.00192324632234
Metropolitan,2017,Lincoln,AR,doctors-per-10000,7.472166181E-05
Metropolitan,2017,Little River,AR,doctors-per-10000,0.00024338796041
Metropolitan,2017,Lonoke,AR,doctors-per-10000,0.00038014038041
Metropolitan,2017,Madison,AR,doctors-per-10000,0.00030337964929
Metropolitan,2017,Miller,AR,doctors-per-10000,0.00135345935034
Metropolitan,2017,Perry,AR,doctors-per-10000,0.00019319938176
Metropolitan,2017,Poinsett,AR,doctors-per-10000,0.00025027112705
Metropolitan,2017,Pulaski,AR,doctors-per-10000,0.00744881328308
Metropolitan,2017,Saline,AR,doctors-per-10000,0.00116124887787
Metropolitan,2017,Sebastian,AR,doctors-per-10000,0.00309973151315
Metropolitan,2017,Washington,AR,doctors-per-10000,0.0023801385038
Metropolitan,2017,Cochise,AZ,doctors-per-10000,0.0008913780863
Metropolitan,2017,Coconino,AZ,doctors-per-10000,0.00240805297717
Metropolitan,2017,Maricopa,AZ,doctors-per-10000,0.00240952710877
Metropolitan,2017,Mohave,AZ,doctors-per-10000,0.00131233595801
Metropolitan,2017,Pima,AZ,doctors-per-10000,0.00354450553522
Metropolitan,2017,Pinal,AZ,doctors-per-10000,0.00033770334885
Metropolitan,2017,Yavapai,AZ,doctors-per-10000,0.001612117607
Metropolitan,2017,Yuma,AZ,doctors-per-10000,0.00133410016594
Metropolitan,2017,Alameda,CA,doctors-per-10000,0.00333522723523
Metropolitan,2017,Butte,CA,doctors-per-10000,0.00187238385166
Metropolitan,2017,Contra Costa,CA,doctors-per-10000,0.00298639819512
Metropolitan,2017,El Dorado,CA,doctors-per-10000,0.00219217738806
Metropolitan,2017,Fresno,CA,doctors-per-10000,0.00208567980692
Metropolitan,2017,Imperial,CA,doctors-per-10000,0.0007424639905
Metropolitan,2017,Kern,CA,doctors-per-10000,0.00127123747162
Metropolitan,2017,Kings,CA,doctors-per-10000,0.00090509097155
Metropolitan,2017,Los Angeles,CA,doctors-per-10000,0.00298401328858
Metropolitan,2017,Madera,CA,doctors-per-10000,0.00106550306966
Metropolitan,2017,Marin,CA,doctors-per-10000,0.00582671585806
Metropolitan,2017,Merced,CA,doctors-per-10000,0.00094262369661
Metropolitan,2017,Monterey,CA,doctors-per-10000,0.00189166976588
Metropolitan,2017,Napa,CA,doctors-per-10000,0.00317034507987
Metropolitan,2017,Orange,CA,doctors-per-10000,0.00328377435053
Metropolitan,2017,Placer,CA,doctors-per-10000,0.00328119873127
Metropolitan,2017,Riverside,CA,doctors-per-10000,0.0012665469214
Metropolitan,2017,Sacramento,CA,doctors-per-10000,0.00308765554276
Metropolitan,2017,San Benito,CA,doctors-per-10000,0.00074751775355
Metropolitan,2017,San Bernardino,CA,doctors-per-10000,0.00187465204275
Metropolitan,2017,San Diego,CA,doctors-per-10000,0.0032105388465
Metropolitan,2017,San Francisco,CA,doctors-per-10000,0.0079711990762
Metropolitan,2017,San Joaquin,CA,doctors-per-10000,0.00156378710175
Metropolitan,2017,San Luis Obispo,CA,doctors-per-10000,0.00271821414739
Metropolitan,2017,San Mateo,CA,doctors-per-10000,0.00469108369231
Metropolitan,2017,Santa Barbara,CA,doctors-per-10000,0.00251496550041
Metropolitan,2017,Santa Clara,CA,doctors-per-10000,0.004140237514
Metropolitan,2017,Santa Cruz,CA,doctors-per-10000,0.00254143042059
Metropolitan,2017,Shasta,CA,doctors-per-10000,0.00217173961342
Metropolitan,2017,Solano,CA,doctors-per-10000,0.00204876738094
Metropolitan,2017,Sonoma,CA,doctors-per-10000,0.00277032135728
Metropolitan,2017,Stanislaus,CA,doctors-per-10000,0.00165146458354
Metropolitan,2017,Sutter,CA,doctors-per-10000,0.00177673102152
Metropolitan,2017,Tulare,CA,doctors-per-10000,0.00114197153228
Metropolitan,2017,Ventura,CA,doctors-per-10000,0.002246855636
Metropolitan,2017,Yolo,CA,doctors-per-10000,0.0035252803891
Metropolitan,2017,Yuba,CA,doctors-per-10000,0.00058943375918
Metropolitan,2017,Adams,CO,doctors-per-10000,0.00267061039174
Metropolitan,2017,Arapahoe,CO,doctors-per-10000,0.00294065707946
Metropolitan,2017,Boulder,CO,doctors-per-10000,0.00356969804771
Metropolitan,2017,Broomfield,CO,doctors-per-10000,0.00213665959259
Metropolitan,2017,Clear Creek,CO,doctors-per-10000,0.00010411244144
Metropolitan,2017,Denver,CO,doctors-per-10000,0.00587445498345
Metropolitan,2017,Douglas,CO,doctors-per-10000,0.00201881111863
Metropolitan,2017,El Paso,CO,doctors-per-10000,0.00189814192218
Metropolitan,2017,Elbert,CO,doctors-per-10000,0.00015219541892
Metropolitan,2017,Gilpin,CO,doctors-per-10000,0.00065348799216
Metropolitan,2017,Jefferson,CO,doctors-per-10000,0.00223186202784
Metropolitan,2017,Larimer,CO,doctors-per-10000,0.00237648280545
Metropolitan,2017,Mesa,CO,doctors-per-10000,0.00266306369813
Metropolitan,2017,Park,CO,doctors-per-10000,0.00021556369907
Metropolitan,2017,Pueblo,CO,doctors-per-10000,0.00189220970698
Metropolitan,2017,Teller,CO,doctors-per-10000,0.00059801459156
Metropolitan,2017,Weld,CO,doctors-per-10000,0.00108175180159
Metropolitan,2017,Fairfield,CT,doctors-per-10000,0.0039562502715
Metropolitan,2017,Hartford,CT,doctors-per-10000,0.00430717253447
Metropolitan,2017,Middlesex,CT,doctors-per-10000,0.00263089954635
Metropolitan,2017,New Haven,CT,doctors-per-10000,0.00558522422518
Metropolitan,2017,New London,CT,doctors-per-10000,0.00210282475711
Metropolitan,2017,Tolland,CT,doctors-per-10000,0.00114629508153
Metropolitan,2017,Windham,CT,doctors-per-10000,0.00102540439386
Metropolitan,2017,The District,DC,doctors-per-10000,0.0078339537764
Metropolitan,2017,Kent,DE,doctors-per-10000,0.00143377205265
Metropolitan,2017,New Castle,DE,doctors-per-10000,0.00316804777101
Metropolitan,2017,Sussex,DE,doctors-per-10000,0.00159189832785
Metropolitan,2017,Alachua,FL,doctors-per-10000,0.00959045177733
Metropolitan,2017,Baker,FL,doctors-per-10000,0.00063480867572
Metropolitan,2017,Bay,FL,doctors-per-10000,0.00195372584153
Metropolitan,2017,Brevard,FL,doctors-per-10000,0.00215799976208
Metropolitan,2017,Broward,FL,doctors-per-10000,0.00250761046708
Metropolitan,2017,Charlotte,FL,doctors-per-10000,0.0017027211105
Metropolitan,2017,Citrus,FL,doctors-per-10000,0.00138579994457
Metropolitan,2017,Clay,FL,doctors-per-10000,0.00153652486208
Metropolitan,2017,Collier,FL,doctors-per-10000,0.00248885037306
Metropolitan,2017,Duval,FL,doctors-per-10000,0.00349407112961
Metropolitan,2017,Escambia,FL,doctors-per-10000,0.00267483060463
Metropolitan,2017,Flagler,FL,doctors-per-10000,0.0012492526792
Metropolitan,2017,Gadsden,FL,doctors-per-10000,0.00041399747244
Metropolitan,2017,Gilchrist,FL,doctors-per-10000,0.00032865907099
Metropolitan,2017,Hernando,FL,doctors-per-10000,0.00135174075918
Metropolitan,2017,Highlands,FL,doctors-per-10000,0.00158407952648
Metropolitan,2017,Hillsborough,FL,doctors-per-10000,0.00342824214553
Metropolitan,2017,Indian River,FL,doctors-per-10000,0.00234415200778
Metropolitan,2017,Jefferson,FL,doctors-per-10000,0.00048992161254
Metropolitan,2017,Lake,FL,doctors-per-10000,0.00174476500372
Metropolitan,2017,Lee,FL,doctors-per-10000,0.00187116523767
Metropolitan,2017,Leon,FL,doctors-per-10000,0.00298117619709
Metropolitan,2017,Levy,FL,doctors-per-10000,0.00029433406917
Metropolitan,2017,Manatee,FL,doctors-per-10000,0.0017728026744
Metropolitan,2017,Marion,FL,doctors-per-10000,0.00172788817063
Metropolitan,2017,Martin,FL,doctors-per-10000,0.00247340161082
Metropolitan,2017,Miami-Dade,FL,doctors-per-10000,0.00340565784599
Metropolitan,2017,Nassau,FL,doctors-per-10000,0.00108351197689
Metropolitan,2017,Okaloosa,FL,doctors-per-10000,0.00224828604374
Metropolitan,2017,Orange,FL,doctors-per-10000,0.00302467325055
Metropolitan,2017,Osceola,FL,doctors-per-10000,0.00120111959564
Metropolitan,2017,Palm Beach,FL,doctors-per-10000,0.00285004586319
Metropolitan,2017,Pasco,FL,doctors-per-10000,0.00136760372848
Metropolitan,2017,Pinellas,FL,doctors-per-10000,0.00273562464113
Metropolitan,2017,Polk,FL,doctors-per-10000,0.0012400972304
Metropolitan,2017,Santa Rosa,FL,doctors-per-10000,0.00180095790888
Metropolitan,2017,Sarasota,FL,doctors-per-10000,0.00289886997971
Metropolitan,2017,Seminole,FL,doctors-per-10000,0.00194728022025
Metropolitan,2017,St. Johns,FL,doctors-per-10000,0.00312670838233
Metropolitan,2017,St. Lucie,FL,doctors-per-10000,0.00107122393563
Metropolitan,2017,Sumter,FL,doctors-per-10000,0.00088540938534
Metropolitan,2017,Volusia,FL,doctors-per-10000,0.00180992004208
Metropolitan,2017,Wakulla,FL,doctors-per-10000,0.00036967437848
Metropolitan,2017,Walton,FL,doctors-per-10000,0.00137302977233
Metropolitan,2017,Barrow,GA,doctors-per-10000,0.00059399324333
Metropolitan,2017,Bartow,GA,doctors-per-10000,0.00095857454327
Metropolitan,2017,Bibb,GA,doctors-per-10000,0.00527776870571
Metropolitan,2017,Brantley,GA,doctors-per-10000,0.00010583690533
Metropolitan,2017,Brooks,GA,doctors-per-10000,0.0002578482563
Metropolitan,2017,Bryan,GA,doctors-per-10000,0.00146946915427
Metropolitan,2017,Burke,GA,doctors-per-10000,0.00053516478616
Metropolitan,2017,Butts,GA,doctors-per-10000,0.00024800562146
Metropolitan,2017,Carroll,GA,doctors-per-10000,0.00158312239145
Metropolitan,2017,Catoosa,GA,doctors-per-10000,0.0009196084248
Metropolitan,2017,Chatham,GA,doctors-per-10000,0.00348553744014
Metropolitan,2017,Chattahoochee,GA,doctors-per-10000,0.00290153500562
Metropolitan,2017,Cherokee,GA,doctors-per-10000,0.00081448284274
Metropolitan,2017,Clarke,GA,doctors-per-10000,0.00311002905835
Metropolitan,2017,Clayton,GA,doctors-per-10000,0.00084595065863
Metropolitan,2017,Cobb,GA,doctors-per-10000,0.00230424183969
Metropolitan,2017,Columbia,GA,doctors-per-10000,0.00383042432806
Metropolitan,2017,Coweta,GA,doctors-per-10000,0.00132315033182
Metropolitan,2017,Crawford,GA,doctors-per-10000,0.0002435460302
Metropolitan,2017,Dade,GA,doctors-per-10000,0.00043140638481
Metropolitan,2017,Dawson,GA,doctors-per-10000,0.00087708806762
Metropolitan,2017,DeKalb,GA,doctors-per-10000,0.00554749272362
Metropolitan,2017,Dougherty,GA,doctors-per-10000,0.00270705697971
Metropolitan,2017,Douglas,GA,doctors-per-10000,0.00088762892982
Metropolitan,2017,Echols,GA,doctors-per-10000,0
Metropolitan,2017,Effingham,GA,doctors-per-10000,0.00040199388969
Metropolitan,2017,Fayette,GA,doctors-per-10000,0.00305837350937
Metropolitan,2017,Floyd,GA,doctors-per-10000,0.00352303246296
Metropolitan,2017,Forsyth,GA,doctors-per-10000,0.00087907629368
Metropolitan,2017,Fulton,GA,doctors-per-10000,0.00495755698905
Metropolitan,2017,Glynn,GA,doctors-per-10000,0.002546380502
Metropolitan,2017,Gwinnett,GA,doctors-per-10000,0.00169436537286
Metropolitan,2017,Hall,GA,doctors-per-10000,0.00186497021984
Metropolitan,2017,Haralson,GA,doctors-per-10000,0.00050790640978
Metropolitan,2017,Harris,GA,doctors-per-10000,0.00095721537346
Metropolitan,2017,Heard,GA,doctors-per-10000,0.00033672868087
Metropolitan,2017,Henry,GA,doctors-per-10000,0.0013161323951
Metropolitan,2017,Houston,GA,doctors-per-10000,0.00126713364079
Metropolitan,2017,Jasper,GA,doctors-per-10000,0.00071225071225
Metropolitan,2017,Jones,GA,doctors-per-10000,0.00041934582052
Metropolitan,2017,Lamar,GA,doctors-per-10000,0.00052631578947
Metropolitan,2017,Lanier,GA,doctors-per-10000,0.00019342359768
Metropolitan,2017,Lee,GA,doctors-per-10000,0.00137750302379
Metropolitan,2017,Liberty,GA,doctors-per-10000,0.00076426492349
Metropolitan,2017,Lincoln,GA,doctors-per-10000,0.00025268477574
Metropolitan,2017,Long,GA,doctors-per-10000,0
Metropolitan,2017,Lowndes,GA,doctors-per-10000,0.00174517069145
Metropolitan,2017,Madison,GA,doctors-per-10000,0.00016863406408
Metropolitan,2017,Marion,GA,doctors-per-10000,0.00023949227637
Metropolitan,2017,McDuffie,GA,doctors-per-10000,0.00078955924017
Metropolitan,2017,McIntosh,GA,doctors-per-10000,6.973500697E-05
Metropolitan,2017,Meriwether,GA,doctors-per-10000,0.00052211885324
Metropolitan,2017,Monroe,GA,doctors-per-10000,0.00098110465116
Metropolitan,2017,Morgan,GA,doctors-per-10000,0.00068954543044
Metropolitan,2017,Murray,GA,doctors-per-10000,0.00025049472709
Metropolitan,2017,Muscogee,GA,doctors-per-10000,0.00291512154924
Metropolitan,2017,Newton,GA,doctors-per-10000,0.00060251412713
Metropolitan,2017,Oconee,GA,doctors-per-10000,0.00399775921776
Metropolitan,2017,Oglethorpe,GA,doctors-per-10000,0.00013285505513
Metropolitan,2017,Paulding,GA,doctors-per-10000,0.0002560288703
Metropolitan,2017,Peach,GA,doctors-per-10000,0.00043960874821
Metropolitan,2017,Pickens,GA,doctors-per-10000,0.00093808630394
Metropolitan,2017,Pike,GA,doctors-per-10000,0.00026832671461
Metropolitan,2017,Richmond,GA,doctors-per-10000,0.00617204322415
Metropolitan,2017,Rockdale,GA,doctors-per-10000,0.00150120317019
Metropolitan,2017,Spalding,GA,doctors-per-10000,0.00104387291982
Metropolitan,2017,Stewart,GA,doctors-per-10000,0.00048394902404
Metropolitan,2017,Talbot,GA,doctors-per-10000,0
Metropolitan,2017,Terrell,GA,doctors-per-10000,0.00011613053072
Metropolitan,2017,Twiggs,GA,doctors-per-10000,0.00012212994626
Metropolitan,2017,Walker,GA,doctors-per-10000,0.00033136435672
Metropolitan,2017,Walton,GA,doctors-per-10000,0.00052404735677
Metropolitan,2017,Whitfield,GA,doctors-per-10000,0.00141261939997
Metropolitan,2017,Worth,GA,doctors-per-10000,0.00039410808414
Metropolitan,2017,Honolulu,HI,doctors-per-10000,0.00350889723288
Metropolitan,2017,Maui,HI,doctors-per-10000,0.00203938830312
Metropolitan,2017,Benton,IA,doctors-per-10000,7.799703611E-05
Metropolitan,2017,Black Hawk,IA,doctors-per-10000,0.00215243791916
Metropolitan,2017,Boone,IA,doctors-per-10000,0.00068321566841
Metropolitan,2017,Bremer,IA,doctors-per-10000,0.00056118972221
Metropolitan,2017,Dallas,IA,doctors-per-10000,0.0006209802617
Metropolitan,2017,Dubuque,IA,doctors-per-10000,0.00209593821628
Metropolitan,2017,Grundy,IA,doctors-per-10000,0.00016254876463
Metropolitan,2017,Guthrie,IA,doctors-per-10000,0.00046641791045
Metropolitan,2017,Harrison,IA,doctors-per-10000,0.00049525965756
Metropolitan,2017,Jasper,IA,doctors-per-10000,0.00040380111449
Metropolitan,2017,Johnson,IA,doctors-per-10000,0.01371810128256
Metropolitan,2017,Jones,IA,doctors-per-10000,0.00038565368299
Metropolitan,2017,Linn,IA,doctors-per-10000,0.00181931662749
Metropolitan,2017,Madison,IA,doctors-per-10000,6.154224875E-05
Metropolitan,2017,Mills,IA,doctors-per-10000,0.00079665405298
Metropolitan,2017,Polk,IA,doctors-per-10000,0.00209768392706
Metropolitan,2017,Pottawattamie,IA,doctors-per-10000,0.00095153582158
Metropolitan,2017,Scott,IA,doctors-per-10000,0.00230836262068
Metropolitan,2017,Story,IA,doctors-per-10000,0.0015391672188
Metropolitan,2017,Warren,IA,doctors-per-10000,0.000411313068
Metropolitan,2017,Washington,IA,doctors-per-10000,0.00090330156723
Metropolitan,2017,Woodbury,IA,doctors-per-10000,0.00150186758209
Metropolitan,2017,Ada,ID,doctors-per-10000,0.00280658600835
Metropolitan,2017,Bannock,ID,doctors-per-10000,0.00183616791756
Metropolitan,2017,Boise,ID,doctors-per-10000,0.00026198585276
Metropolitan,2017,Bonneville,ID,doctors-per-10000,0.00147192222774
Metropolitan,2017,Butte,ID,doctors-per-10000,0.00076599004213
Metropolitan,2017,Canyon,ID,doctors-per-10000,0.00067561823543
Metropolitan,2017,Franklin,ID,doctors-per-10000,0.00043712662101
Metropolitan,2017,Gem,ID,doctors-per-10000,0.00062379494159
Metropolitan,2017,Jefferson,ID,doctors-per-10000,0.00016984272564
Metropolitan,2017,Jerome,ID,doctors-per-10000,0.00054132833646
Metropolitan,2017,Kootenai,ID,doctors-per-10000,0.00208662270518
Metropolitan,2017,Nez Perce,ID,doctors-per-10000,0.00185606810533
Metropolitan,2017,Owyhee,ID,doctors-per-10000,8.552125203E-05
Metropolitan,2017,Power,ID,doctors-per-10000,0.00012873326468
Metropolitan,2017,Twin Falls,ID,doctors-per-10000,0.00160314122745
Metropolitan,2017,Alexander,IL,doctors-per-10000,0.00049504950495
Metropolitan,2017,Bond,IL,doctors-per-10000,0.00102224894768
Metropolitan,2017,Boone,IL,doctors-per-10000,0.00141851914068
Metropolitan,2017,Calhoun,IL,doctors-per-10000,0.00041649312786
Metropolitan,2017,Champaign,IL,doctors-per-10000,0.00326216884224
Metropolitan,2017,Clinton,IL,doctors-per-10000,0.00063763649406
Metropolitan,2017,Cook,IL,doctors-per-10000,0.00435421879732
Metropolitan,2017,DeKalb,IL,doctors-per-10000,0.00072016362117
Metropolitan,2017,DuPage,IL,doctors-per-10000,0.00458975930148
Metropolitan,2017,Fulton,IL,doctors-per-10000,0.00060268625875
Metropolitan,2017,Grundy,IL,doctors-per-10000,0.00084360040807
Metropolitan,2017,Henry,IL,doctors-per-10000,0.00038704420452
Metropolitan,2017,Jackson,IL,doctors-per-10000,0.00343092007872
Metropolitan,2017,Jersey,IL,doctors-per-10000,0.00068659312491
Metropolitan,2017,Johnson,IL,doctors-per-10000,0.00016056518947
Metropolitan,2017,Kane,IL,doctors-per-10000,0.00120550488941
Metropolitan,2017,Kankakee,IL,doctors-per-10000,0.00119064931288
Metropolitan,2017,Kendall,IL,doctors-per-10000,0.00058632685768
Metropolitan,2017,Lake,IL,doctors-per-10000,0.00360714122643
Metropolitan,2017,Macon,IL,doctors-per-10000,0.00235885094354
Metropolitan,2017,Macoupin,IL,doctors-per-10000,0.00039723699601
Metropolitan,2017,Madison,IL,doctors-per-10000,0.00113438276343
Metropolitan,2017,Marshall,IL,doctors-per-10000,0
Metropolitan,2017,McHenry,IL,doctors-per-10000,0.00114722753346
Metropolitan,2017,McLean,IL,doctors-per-10000,0.00189784062768
Metropolitan,2017,Menard,IL,doctors-per-10000,0.00056966145833
Metropolitan,2017,Mercer,IL,doctors-per-10000,0.00032049227614
Metropolitan,2017,Monroe,IL,doctors-per-10000,0.00052424639581
Metropolitan,2017,Peoria,IL,doctors-per-10000,0.00564718388227
Metropolitan,2017,Piatt,IL,doctors-per-10000,0.00048792388387
Metropolitan,2017,Rock Island,IL,doctors-per-10000,0.00154031656642
Metropolitan,2017,Sangamon,IL,doctors-per-10000,0.00620943137375
Metropolitan,2017,St. Clair,IL,doctors-per-10000,0.00155520399603
Metropolitan,2017,Stark,IL,doctors-per-10000,0.00036852773171
Metropolitan,2017,Tazewell,IL,doctors-per-10000,0.00122423069947
Metropolitan,2017,Vermilion,IL,doctors-per-10000,0.00106762492514
Metropolitan,2017,Will,IL,doctors-per-10000,0.00132166226113
Metropolitan,2017,Williamson,IL,doctors-per-10000,0.0022816750179
Metropolitan,2017,Winnebago,IL,doctors-per-10000,0.00237608287777
Metropolitan,2017,Woodford,IL,doctors-per-10000,0.00109195850558
Metropolitan,2017,Allen,IN,doctors-per-10000,0.00261621788672
Metropolitan,2017,Bartholomew,IN,doctors-per-10000,0.00210264280449
Metropolitan,2017,Benton,IN,doctors-per-10000,0.00011556685543
Metropolitan,2017,Boone,IN,doctors-per-10000,0.00800011940477
Metropolitan,2017,Brown,IN,doctors-per-10000,0.00072206905606
Metropolitan,2017,Carroll,IN,doctors-per-10000,0.00014905351021
Metropolitan,2017,Clark,IN,doctors-per-10000,0.00129516019087
Metropolitan,2017,Clay,IN,doctors-per-10000,0.00049675200611
Metropolitan,2017,Dearborn,IN,doctors-per-10000,0.0010490639122
Metropolitan,2017,Delaware,IN,doctors-per-10000,0.00264001672882
Metropolitan,2017,Elkhart,IN,doctors-per-10000,0.00129402607511
Metropolitan,2017,Floyd,IN,doctors-per-10000,0.00212134068731
Metropolitan,2017,Franklin,IN,doctors-per-10000,0.00162737508797
Metropolitan,2017,Hamilton,IN,doctors-per-10000,0.00560157049981
Metropolitan,2017,Hancock,IN,doctors-per-10000,0.00222655891868
Metropolitan,2017,Harrison,IN,doctors-per-10000,0.00084262701363
Metropolitan,2017,Hendricks,IN,doctors-per-10000,0.00155680232802
Metropolitan,2017,Howard,IN,doctors-per-10000,0.0016633076755
Metropolitan,2017,Jasper,IN,doctors-per-10000,0.00023973629008
Metropolitan,2017,Johnson,IN,doctors-per-10000,0.00195231236998
Metropolitan,2017,La Porte,IN,doctors-per-10000,0.00119992364122
Metropolitan,2017,Lake,IN,doctors-per-10000,0.00164529707211
Metropolitan,2017,Madison,IN,doctors-per-10000,0.00109533249512
Metropolitan,2017,Marion,IN,doctors-per-10000,0.00433762451947
Metropolitan,2017,Monroe,IN,doctors-per-10000,0.00224616620269
Metropolitan,2017,Morgan,IN,doctors-per-10000,0.00088424895887
Metropolitan,2017,Newton,IN,doctors-per-10000,0.00021411747912
Metropolitan,2017,Ohio,IN,doctors-per-10000,0.0001711156742
Metropolitan,2017,Owen,IN,doctors-per-10000,0.00014391940513
Metropolitan,2017,Parke,IN,doctors-per-10000,0.00053169492527
Metropolitan,2017,Porter,IN,doctors-per-10000,0.00158024458412
Metropolitan,2017,Posey,IN,doctors-per-10000,0.00039154267815
Metropolitan,2017,Putnam,IN,doctors-per-10000,0.00063527356468
Metropolitan,2017,Shelby,IN,doctors-per-10000,0.00080730159442
Metropolitan,2017,St. Joseph,IN,doctors-per-10000,0.00264060774603
Metropolitan,2017,Sullivan,IN,doctors-per-10000,0.00057999033349
Metropolitan,2017,Tippecanoe,IN,doctors-per-10000,0.00206684347934
Metropolitan,2017,Union,IN,doctors-per-10000,0.00028421202217
Metropolitan,2017,Vanderburgh,IN,doctors-per-10000,0.00274625084266
Metropolitan,2017,Vermillion,IN,doctors-per-10000,0.0005814329091
Metropolitan,2017,Vigo,IN,doctors-per-10000,0.00274709924944
Metropolitan,2017,Warren,IN,doctors-per-10000,0.00012102142079
Metropolitan,2017,Warrick,IN,doctors-per-10000,0.00474691131107
Metropolitan,2017,Washington,IN,doctors-per-10000,0.00046523279533
Metropolitan,2017,Whitley,IN,doctors-per-10000,0.00070434935728
Metropolitan,2017,Butler,KS,doctors-per-10000,0.00137796749794
Metropolitan,2017,Doniphan,KS,doctors-per-10000,0.00052069773496
Metropolitan,2017,Douglas,KS,doctors-per-10000,0.00216574986001
Metropolitan,2017,Geary,KS,doctors-per-10000,0.00061360986685
Metropolitan,2017,Harvey,KS,doctors-per-10000,0.00143232972815
Metropolitan,2017,Jackson,KS,doctors-per-10000,0.00090361445783
Metropolitan,2017,Jefferson,KS,doctors-per-10000,0.00042160737813
Metropolitan,2017,Johnson,KS,doctors-per-10000,0.00496858029805
Metropolitan,2017,Leavenworth,KS,doctors-per-10000,0.00060232077884
Metropolitan,2017,Linn,KS,doctors-per-10000,0.00020512820513
Metropolitan,2017,Miami,KS,doctors-per-10000,0.00083135391924
Metropolitan,2017,Osage,KS,doctors-per-10000,0.0001254626435
Metropolitan,2017,Pottawatomie,KS,doctors-per-10000,0.00090620752152
Metropolitan,2017,Riley,KS,doctors-per-10000,0.0018588117173
Metropolitan,2017,Sedgwick,KS,doctors-per-10000,0.002564217388
Metropolitan,2017,Shawnee,KS,doctors-per-10000,0.00205634961324
Metropolitan,2017,Sumner,KS,doctors-per-10000,0.00030440076535
Metropolitan,2017,Wabaunsee,KS,doctors-per-10000,0.00028989708653
Metropolitan,2017,Wyandotte,KS,doctors-per-10000,0.00367157823426
Metropolitan,2017,Allen,KY,doctors-per-10000,0.00033140801061
Metropolitan,2017,Boone,KY,doctors-per-10000,0.00123923274007
Metropolitan,2017,Bourbon,KY,doctors-per-10000,0.00108997225525
Metropolitan,2017,Boyd,KY,doctors-per-10000,0.00391617273497
Metropolitan,2017,Bracken,KY,doctors-per-10000,0.0004854958126
Metropolitan,2017,Bullitt,KY,doctors-per-10000,0.00037005513822
Metropolitan,2017,Butler,KY,doctors-per-10000,7.82962731E-05
Metropolitan,2017,Campbell,KY,doctors-per-10000,0.00162100652697
Metropolitan,2017,Carter,KY,doctors-per-10000,0.00029625240705
